time,temperature_2m,relative_humidity_2m,apparent_temperature,wind_speed_10m,shortwave_radiation,city,latitude,longitude,elevation_m,ndvi,built_up_fraction,land_surface_temperature_c,risk_score_target,risk_category_target
2023-03-21 14:00:00,18.1,46,17.0,3.8,615.0,tashkent,41.2995,69.2401,455,0.31,0.72,23.200000000000003,23.1,Moderate
2023-03-22 14:00:00,19.6,39,17.8,9.1,662.0,tashkent,41.2995,69.2401,455,0.31,0.72,24.700000000000003,20.1,Moderate
2023-03-23 14:00:00,20.9,37,18.9,12.6,732.0,tashkent,41.2995,69.2401,455,0.31,0.72,26.0,19.1,Safe
2023-03-24 14:00:00,20.8,42,20.0,8.1,730.0,tashkent,41.2995,69.2401,455,0.31,0.72,25.9,21.9,Moderate
2023-03-25 14:00:00,20.5,42,19.9,6.4,731.0,tashkent,41.2995,69.2401,455,0.31,0.72,25.6,22.5,Moderate
2023-03-26 14:00:00,21.4,32,20.7,3.5,737.0,tashkent,41.2995,69.2401,455,0.31,0.72,26.5,21.8,Moderate
2023-03-27 14:00:00,23.4,31,22.1,8.3,739.0,tashkent,41.2995,69.2401,455,0.31,0.72,28.5,19.7,Safe
2023-03-28 14:00:00,24.4,29,22.9,8.1,692.0,tashkent,41.2995,69.2401,455,0.31,0.72,29.5,19.5,Safe
2023-03-29 14:00:00,25.5,29,24.5,7.7,728.0,tashkent,41.2995,69.2401,455,0.31,0.72,30.6,21.7,Moderate
2023-03-30 14:00:00,21.0,61,20.7,11.8,647.0,tashkent,41.2995,69.2401,455,0.31,0.72,26.1,23.2,Moderate
2023-03-31 14:00:00,23.7,42,24.3,4.0,734.0,tashkent,41.2995,69.2401,455,0.31,0.72,28.799999999999997,23.5,Moderate
2023-04-01 14:00:00,23.8,46,23.9,9.6,733.0,tashkent,41.2995,69.2401,455,0.31,0.72,28.9,22.1,Moderate
2023-04-02 14:00:00,19.9,59,19.1,8.0,412.0,tashkent,41.2995,69.2401,455,0.31,0.72,25.0,21.7,Moderate
2023-04-03 14:00:00,20.5,57,20.0,7.3,560.0,tashkent,41.2995,69.2401,455,0.31,0.72,25.6,23.2,Moderate
2023-04-04 14:00:00,19.3,49,19.1,6.1,732.0,tashkent,41.2995,69.2401,455,0.31,0.72,24.4,24.1,Moderate
2023-04-05 14:00:00,12.2,76,9.1,17.2,160.0,tashkent,41.2995,69.2401,455,0.31,0.72,17.299999999999997,19.5,Safe
2023-04-06 14:00:00,18.4,40,17.3,7.2,759.0,tashkent,41.2995,69.2401,455,0.31,0.72,23.5,22.1,Moderate
2023-04-07 14:00:00,17.5,62,16.1,9.3,474.0,tashkent,41.2995,69.2401,455,0.31,0.72,22.6,22.5,Moderate
2023-04-08 14:00:00,25.0,37,22.3,20.6,655.0,tashkent,41.2995,69.2401,455,0.31,0.72,30.1,16.3,Safe
2023-04-09 14:00:00,21.7,55,20.1,16.3,402.0,tashkent,41.2995,69.2401,455,0.31,0.72,26.799999999999997,17.4,Safe
2023-04-10 14:00:00,18.2,69,15.5,24.7,594.0,tashkent,41.2995,69.2401,455,0.31,0.72,23.299999999999997,20.1,Moderate
2023-04-11 14:00:00,18.9,48,17.4,8.1,603.0,tashkent,41.2995,69.2401,455,0.31,0.72,24.0,21.6,Moderate
2023-04-12 14:00:00,22.2,38,22.7,1.9,774.0,tashkent,41.2995,69.2401,455,0.31,0.72,27.299999999999997,24.0,Moderate
2023-04-13 14:00:00,29.9,34,31.4,2.1,729.0,tashkent,41.2995,69.2401,455,0.31,0.72,35.0,39.3,Moderate
2023-04-14 14:00:00,33.0,25,31.2,19.8,748.0,tashkent,41.2995,69.2401,455,0.31,0.72,38.1,36.5,Moderate
2023-04-15 14:00:00,19.7,41,19.1,2.3,662.0,tashkent,41.2995,69.2401,455,0.31,0.72,24.799999999999997,23.2,Moderate
2023-04-16 14:00:00,22.3,33,19.4,16.4,683.0,tashkent,41.2995,69.2401,455,0.31,0.72,27.4,16.2,Safe
2023-04-17 14:00:00,13.4,41,10.9,10.9,770.0,tashkent,41.2995,69.2401,455,0.31,0.72,18.5,21.0,Moderate
2023-04-18 14:00:00,11.6,45,10.6,4.4,829.0,tashkent,41.2995,69.2401,455,0.31,0.72,16.7,25.1,Moderate
2023-04-19 14:00:00,17.3,34,14.7,14.7,823.0,tashkent,41.2995,69.2401,455,0.31,0.72,22.4,18.7,Safe
2023-04-20 14:00:00,18.8,35,17.5,8.7,822.0,tashkent,41.2995,69.2401,455,0.31,0.72,23.9,21.3,Moderate
2023-04-21 14:00:00,20.8,32,20.2,5.4,826.0,tashkent,41.2995,69.2401,455,0.31,0.72,25.9,22.0,Moderate
2023-04-22 14:00:00,24.3,20,23.4,3.9,838.0,tashkent,41.2995,69.2401,455,0.31,0.72,29.4,22.8,Moderate
2023-04-23 14:00:00,27.8,17,26.2,8.7,830.0,tashkent,41.2995,69.2401,455,0.31,0.72,32.9,27.7,Moderate
2023-04-24 14:00:00,28.1,27,28.4,4.7,809.0,tashkent,41.2995,69.2401,455,0.31,0.72,33.2,32.0,Moderate
2023-04-25 14:00:00,26.5,35,27.5,5.0,827.0,tashkent,41.2995,69.2401,455,0.31,0.72,31.6,29.4,Moderate
2023-04-26 14:00:00,27.8,21,27.5,4.1,830.0,tashkent,41.2995,69.2401,455,0.31,0.72,32.9,31.0,Moderate
2023-04-27 14:00:00,26.3,26,26.2,2.5,771.0,tashkent,41.2995,69.2401,455,0.31,0.72,31.4,27.0,Moderate
2023-04-28 14:00:00,27.7,21,25.8,5.9,637.0,tashkent,41.2995,69.2401,455,0.31,0.72,32.8,26.0,Moderate
2023-04-29 14:00:00,30.4,15,29.2,6.8,835.0,tashkent,41.2995,69.2401,455,0.31,0.72,35.5,36.2,Moderate
2023-04-30 14:00:00,30.7,16,29.7,5.8,821.0,tashkent,41.2995,69.2401,455,0.31,0.72,35.8,37.5,Moderate
2023-05-01 14:00:00,29.4,21,28.9,4.8,796.0,tashkent,41.2995,69.2401,455,0.31,0.72,34.5,34.5,Moderate
2023-05-02 14:00:00,26.2,32,26.7,5.3,846.0,tashkent,41.2995,69.2401,455,0.31,0.72,31.299999999999997,27.5,Moderate
2023-05-03 14:00:00,24.9,24,24.0,7.7,870.0,tashkent,41.2995,69.2401,455,0.31,0.72,30.0,22.4,Moderate
2023-05-04 14:00:00,21.4,23,20.3,6.1,886.0,tashkent,41.2995,69.2401,455,0.31,0.72,26.5,22.0,Moderate
2023-05-05 14:00:00,26.9,14,24.3,13.0,888.0,tashkent,41.2995,69.2401,455,0.31,0.72,32.0,23.8,Moderate
2023-05-06 14:00:00,18.6,43,15.1,17.0,530.0,tashkent,41.2995,69.2401,455,0.31,0.72,23.700000000000003,16.2,Safe
2023-05-07 14:00:00,22.0,33,19.9,12.3,699.0,tashkent,41.2995,69.2401,455,0.31,0.72,27.1,18.0,Safe
2023-05-08 14:00:00,24.8,31,25.2,3.9,838.0,tashkent,41.2995,69.2401,455,0.31,0.72,29.9,23.8,Moderate
2023-05-09 14:00:00,28.1,22,27.5,7.1,858.0,tashkent,41.2995,69.2401,455,0.31,0.72,33.2,30.6,Moderate
2023-05-10 14:00:00,31.4,14,31.2,2.6,879.0,tashkent,41.2995,69.2401,455,0.31,0.72,36.5,42.3,High
2023-05-11 14:00:00,33.7,13,32.2,8.8,836.0,tashkent,41.2995,69.2401,455,0.31,0.72,38.800000000000004,44.2,High
2023-05-12 14:00:00,29.3,27,27.5,18.4,826.0,tashkent,41.2995,69.2401,455,0.31,0.72,34.4,27.7,Moderate
2023-05-13 14:00:00,28.5,30,29.1,4.2,772.0,tashkent,41.2995,69.2401,455,0.31,0.72,33.6,33.2,Moderate
2023-05-14 14:00:00,29.2,26,27.7,8.6,603.0,tashkent,41.2995,69.2401,455,0.31,0.72,34.3,29.1,Moderate
2023-05-15 14:00:00,33.4,17,33.1,6.6,868.0,tashkent,41.2995,69.2401,455,0.31,0.72,38.5,46.0,High
2023-05-16 14:00:00,30.2,27,29.9,10.0,802.0,tashkent,41.2995,69.2401,455,0.31,0.72,35.3,35.0,Moderate
2023-05-17 14:00:00,17.9,62,16.7,9.5,209.0,tashkent,41.2995,69.2401,455,0.31,0.72,23.0,19.8,Safe
2023-05-18 14:00:00,23.7,42,24.8,5.8,858.0,tashkent,41.2995,69.2401,455,0.31,0.72,28.799999999999997,24.2,Moderate
2023-05-19 14:00:00,20.7,70,21.0,9.3,443.0,tashkent,41.2995,69.2401,455,0.31,0.72,25.799999999999997,23.7,Moderate
2023-05-20 14:00:00,27.0,32,26.0,15.1,816.0,tashkent,41.2995,69.2401,455,0.31,0.72,32.1,23.8,Moderate
2023-05-21 14:00:00,29.1,28,29.9,5.2,868.0,tashkent,41.2995,69.2401,455,0.31,0.72,34.2,35.8,Moderate
2023-05-22 14:00:00,30.9,21,29.7,13.4,868.0,tashkent,41.2995,69.2401,455,0.31,0.72,36.0,35.3,Moderate
2023-05-23 14:00:00,30.1,23,29.1,11.2,819.0,tashkent,41.2995,69.2401,455,0.31,0.72,35.2,33.6,Moderate
2023-05-24 14:00:00,29.5,14,25.8,21.0,883.0,tashkent,41.2995,69.2401,455,0.31,0.72,34.6,25.7,Moderate
2023-05-25 14:00:00,28.5,18,26.6,13.4,891.0,tashkent,41.2995,69.2401,455,0.31,0.72,33.6,28.1,Moderate
2023-05-26 14:00:00,28.4,19,28.1,5.4,886.0,tashkent,41.2995,69.2401,455,0.31,0.72,33.5,32.7,Moderate
2023-05-27 14:00:00,30.0,18,28.7,10.7,888.0,tashkent,41.2995,69.2401,455,0.31,0.72,35.1,34.0,Moderate
2023-05-28 14:00:00,30.8,17,30.7,4.7,895.0,tashkent,41.2995,69.2401,455,0.31,0.72,35.9,40.0,High
2023-05-29 14:00:00,31.4,15,30.5,7.9,904.0,tashkent,41.2995,69.2401,455,0.31,0.72,36.5,39.6,Moderate
2023-05-30 14:00:00,33.2,15,31.2,5.6,619.0,tashkent,41.2995,69.2401,455,0.31,0.72,38.300000000000004,41.1,High
2023-05-31 14:00:00,33.8,20,34.0,8.3,885.0,tashkent,41.2995,69.2401,455,0.31,0.72,38.9,47.2,High
2023-06-01 14:00:00,33.1,20,33.2,7.5,895.0,tashkent,41.2995,69.2401,455,0.31,0.72,38.2,45.5,High
2023-06-02 14:00:00,34.3,16,33.5,10.6,891.0,tashkent,41.2995,69.2401,455,0.31,0.72,39.4,46.6,High
2023-06-03 14:00:00,34.9,14,34.5,7.3,903.0,tashkent,41.2995,69.2401,455,0.31,0.72,40.0,50.2,High
2023-06-04 14:00:00,35.4,12,33.9,10.9,907.0,tashkent,41.2995,69.2401,455,0.31,0.72,40.5,48.9,High
2023-06-05 14:00:00,36.5,9,34.9,8.4,895.0,tashkent,41.2995,69.2401,455,0.31,0.72,41.6,52.7,High
2023-06-06 14:00:00,37.6,9,36.1,9.0,880.0,tashkent,41.2995,69.2401,455,0.31,0.72,42.7,55.5,High
2023-06-07 14:00:00,38.1,9,36.6,9.4,901.0,tashkent,41.2995,69.2401,455,0.31,0.72,43.2,57.0,High
2023-06-08 14:00:00,39.3,10,38.1,9.0,891.0,tashkent,41.2995,69.2401,455,0.31,0.72,44.4,60.7,Very High
2023-06-09 14:00:00,39.3,13,38.3,11.9,885.0,tashkent,41.2995,69.2401,455,0.31,0.72,44.4,59.7,High
2023-06-10 14:00:00,34.5,24,36.2,4.0,872.0,tashkent,41.2995,69.2401,455,0.31,0.72,39.6,52.4,High
2023-06-11 14:00:00,36.4,20,36.8,8.9,830.0,tashkent,41.2995,69.2401,455,0.31,0.72,41.5,53.8,High
2023-06-12 14:00:00,36.9,19,34.9,13.7,548.0,tashkent,41.2995,69.2401,455,0.31,0.72,42.0,47.3,High
2023-06-13 14:00:00,37.7,20,36.8,14.4,760.0,tashkent,41.2995,69.2401,455,0.31,0.72,42.800000000000004,52.9,High
2023-06-14 14:00:00,38.2,18,38.9,4.7,801.0,tashkent,41.2995,69.2401,455,0.31,0.72,43.300000000000004,60.5,Very High
2023-06-15 14:00:00,38.5,15,39.1,5.4,874.0,tashkent,41.2995,69.2401,455,0.31,0.72,43.6,61.7,Very High
2023-06-16 14:00:00,39.0,11,38.1,9.7,900.0,tashkent,41.2995,69.2401,455,0.31,0.72,44.1,60.0,Very High
2023-06-17 14:00:00,39.0,10,37.1,13.0,908.0,tashkent,41.2995,69.2401,455,0.31,0.72,44.1,57.7,High
2023-06-18 14:00:00,40.5,9,39.7,4.3,814.0,tashkent,41.2995,69.2401,455,0.31,0.72,45.6,65.5,Very High
2023-06-19 14:00:00,39.2,15,37.2,17.7,806.0,tashkent,41.2995,69.2401,455,0.31,0.72,44.300000000000004,55.1,High
2023-06-20 14:00:00,35.3,24,35.2,12.2,785.0,tashkent,41.2995,69.2401,455,0.31,0.72,40.4,48.3,High
2023-06-21 14:00:00,36.0,15,34.9,12.0,880.0,tashkent,41.2995,69.2401,455,0.31,0.72,41.1,50.3,High
2023-06-22 14:00:00,35.2,14,33.7,12.6,895.0,tashkent,41.2995,69.2401,455,0.31,0.72,40.300000000000004,47.6,High
2023-06-23 14:00:00,34.4,11,32.3,13.5,908.0,tashkent,41.2995,69.2401,455,0.31,0.72,39.5,44.4,High
2023-06-24 14:00:00,34.7,16,34.0,10.6,898.0,tashkent,41.2995,69.2401,455,0.31,0.72,39.800000000000004,47.9,High
2023-06-25 14:00:00,30.9,16,28.6,3.2,256.0,tashkent,41.2995,69.2401,455,0.31,0.72,36.0,31.1,Moderate
2023-06-26 14:00:00,34.0,15,33.3,8.6,900.0,tashkent,41.2995,69.2401,455,0.31,0.72,39.1,46.8,High
2023-06-27 14:00:00,36.1,11,34.8,9.7,911.0,tashkent,41.2995,69.2401,455,0.31,0.72,41.2,51.6,High
2023-06-28 14:00:00,34.9,16,32.6,19.4,890.0,tashkent,41.2995,69.2401,455,0.31,0.72,40.0,43.0,High
2023-06-29 14:00:00,33.9,11,32.3,9.5,912.0,tashkent,41.2995,69.2401,455,0.31,0.72,39.0,45.3,High
2023-06-30 14:00:00,34.8,13,33.7,9.9,905.0,tashkent,41.2995,69.2401,455,0.31,0.72,39.9,48.1,High
2023-07-01 14:00:00,37.6,12,37.7,4.5,903.0,tashkent,41.2995,69.2401,455,0.31,0.72,42.7,59.4,High
2023-07-02 14:00:00,39.1,13,37.5,13.5,851.0,tashkent,41.2995,69.2401,455,0.31,0.72,44.2,57.4,High
2023-07-03 14:00:00,37.0,17,35.3,17.1,833.0,tashkent,41.2995,69.2401,455,0.31,0.72,42.1,49.8,High
2023-07-04 14:00:00,35.6,14,33.4,17.3,890.0,tashkent,41.2995,69.2401,455,0.31,0.72,40.7,45.9,High
2023-07-05 14:00:00,35.4,17,34.3,12.1,845.0,tashkent,41.2995,69.2401,455,0.31,0.72,40.5,48.2,High
2023-07-06 14:00:00,32.3,24,31.8,9.2,745.0,tashkent,41.2995,69.2401,455,0.31,0.72,37.4,40.2,High
2023-07-07 14:00:00,30.0,30,30.1,7.6,719.0,tashkent,41.2995,69.2401,455,0.31,0.72,35.1,34.9,Moderate
2023-07-08 14:00:00,33.8,21,34.1,7.7,860.0,tashkent,41.2995,69.2401,455,0.31,0.72,38.9,47.2,High
2023-07-09 14:00:00,33.8,19,33.3,4.3,694.0,tashkent,41.2995,69.2401,455,0.31,0.72,38.9,45.8,High
2023-07-10 14:00:00,36.0,15,36.3,5.0,892.0,tashkent,41.2995,69.2401,455,0.31,0.72,41.1,54.8,High
2023-07-11 14:00:00,38.9,11,38.8,5.1,906.0,tashkent,41.2995,69.2401,455,0.31,0.72,44.0,62.5,Very High
2023-07-12 14:00:00,40.1,13,40.4,6.8,900.0,tashkent,41.2995,69.2401,455,0.31,0.72,45.2,65.6,Very High
2023-07-13 14:00:00,40.9,11,40.3,9.3,909.0,tashkent,41.2995,69.2401,455,0.31,0.72,46.0,65.9,Very High
2023-07-14 14:00:00,37.9,16,37.3,12.0,882.0,tashkent,41.2995,69.2401,455,0.31,0.72,43.0,56.2,High
2023-07-15 14:00:00,36.6,15,34.9,16.9,894.0,tashkent,41.2995,69.2401,455,0.31,0.72,41.7,49.5,High
2023-07-16 14:00:00,36.5,15,36.1,8.5,885.0,tashkent,41.2995,69.2401,455,0.31,0.72,41.6,53.9,High
2023-07-17 14:00:00,38.3,13,38.2,6.5,890.0,tashkent,41.2995,69.2401,455,0.31,0.72,43.4,60.1,Very High
